account_id,customer_id,account_type,opening_date,status,credit_limit_eur,interest_rate_pct,opening_balance_eur
A002256,C01387,Savings Account,2023-07-30,Active,0,1.16,6468.46
A002257,C01388,Current Account,2025-02-20,Active,0,0.0,3198.55
A002258,C01388,Savings Account,2025-12-25,Active,0,1.77,21529.16
A002259,C01389,Current Account,2026-05-13,Active,0,0.0,4005.1
A002260,C01389,Savings Account,2024-03-06,Active,0,1.08,5582.96
A002261,C01390,Current Account,2026-07-07,Active,0,0.0,4589.1
A002262,C01390,Savings Account,2026-07-21,Active,0,1.16,16964.68
A002263,C01391,Current Account,2026-05-04,Active,0,0.0,1137.65
A002264,C01391,Credit Card,2025-09-25,Active,5000,21.01,-558.16
A002265,C01392,Savings Account,2026-02-27,Active,0,2.0,21074.14
A002266,C01392,Current Account,2025-11-08,Active,0,0.0,3288.82
A002267,C01393,Current Account,2026-04-03,Active,0,0.0,2093.27
A002268,C01393,Savings Account,2026-01-05,Active,0,1.99,38010.4
A002269,C01394,Savings Account,2025-10-10,Active,0,2.0,14332.42
A002270,C01395,Current Account,2025-12-31,Active,0,0.0,7494.65
A002271,C01396,Current Account,2025-08-08,Active,0,0.0,2060.45
A002272,C01397,Current Account,2025-02-26,Active,0,0.0,748.47
A002273,C01398,Current Account,2025-10-19,Active,0,0.0,1131.12
A002274,C01398,Savings Account,2024-06-18,Active,0,1.27,6594.08
A002275,C01398,Credit Card,2021-11-27,Active,10500,20.86,-1850.44
A002276,C01399,Current Account,2023-08-12,Active,0,0.0,2451.28
A002277,C01399,Savings Account,2024-06-26,Active,0,1.06,20948.46
A002278,C01400,Savings Account,2024-05-28,Active,0,1.0,9507.74
A002279,C01401,Savings Account,2025-01-17,Active,0,1.12,0
A002280,C01401,Current Account,2025-02-19,Active,0,0.0,5301.44
A002281,C01402,Savings Account,2026-03-08,Active,0,1.41,13217.81
A002282,C01402,Current Account,2025-10-07,Active,0,0.0,5912.44
A002283,C01402,Credit Card,2026-07-19,Active,9400,15.56,-2884.98
A002284,C01403,Current Account,2024-12-21,Active,0,0.0,1792.07
A002285,C01404,Current Account,2025-01-29,Active,0,0.0,3066.32
A002286,C01405,Current Account,2025-10-23,Active,0,0.0,1472.22
A002287,C01406,Savings Account,2025-08-02,Active,0,1.22,15410.59
A002288,C01406,Current Account,2025-07-19,Active,0,0.0,4751.82
A002289,C01407,Savings Account,2023-02-23,Active,0,1.51,49890.53
A002290,C01407,Current Account,2023-05-14,Active,0,0.0,6488.75
A002291,C01408,Savings Account,2025-09-25,Active,0,2.08,6416.42
A002292,C01408,Current Account,2025-12-27,Active,0,0.0,2473.25
A002293,C01408,Credit Card,2025-07-31,Active,3900,21.33,0
A002294,C01409,Current Account,2025-07-18,Active,0,0.0,3895.72
A002295,C01410,Current Account,2023-06-04,Active,0,0.0,1101.82
A002296,C01410,Savings Account,2024-02-17,Closed,0,0.86,0
A002297,C01411,Current Account,2021-06-22,Active,0,0.0,3375.36
A002298,C01411,Savings Account,2021-09-20,Dormant,0,0.85,13678.97
A002299,C01412,Current Account,2025-08-22,Active,0,0.0,2122.45
A002300,C01412,Savings Account,2025-10-26,Active,0,2.19,110.86
A002301,C01413,Current Account,2021-07-04,Closed,0,0.0,4880.55
A002302,C01413,Savings Account,2021-12-09,Active,0,0.86,1900.43
A002303,C01414,Savings Account,2025-10-06,Active,0,1.75,10814.81
A002304,C01415,Savings Account,2023-06-02,Active,0,1.09,7561.11
A002305,C01415,Current Account,2023-09-22,Active,0,0.0,1089.28
A002306,C01416,Current Account,2022-01-13,Active,0,0.0,1462.06
A002307,C01417,Current Account,2025-03-15,Dormant,0,0.0,2380.98
A002308,C01418,Current Account,2026-07-02,Active,0,0.0,2034.65
A002309,C01419,Current Account,2024-09-02,Active,0,0.0,2635.29
A002310,C01420,Current Account,2024-04-20,Dormant,0,0.0,2057.63
A002311,C01421,Current Account,2025-08-21,Active,0,0.0,2459.83
A002312,C01421,Savings Account,2026-01-09,Active,0,1.98,2044.03
A002313,C01422,Current Account,2025-10-05,Active,0,0.0,-500
A002314,C01423,Current Account,2026-07-07,Active,0,0.0,2186.46
A002315,C01423,Savings Account,2025-07-30,Active,0,1.43,13154.28
A002316,C01424,Current Account,2025-04-01,Active,0,0.0,337.49
A002317,C01425,Current Account,2024-03-22,Closed,0,0.0,3838.6
A002318,C01426,Current Account,2021-06-15,Dormant,0,0.0,3268.55
A002319,C01427,Savings Account,2024-06-25,Active,0,1.78,10455.09
A002320,C01427,Current Account,2023-12-11,Active,0,0.0,3610.92
A002321,C01428,Current Account,2026-04-28,Active,0,0.0,1942.49
A002322,C01428,Savings Account,2026-05-14,Active,0,1.15,9421.59
A002323,C01429,Current Account,2025-11-27,Active,0,0.0,5000.46
A002324,C01430,Savings Account,2026-05-11,Active,0,1.89,3917.54
A002325,C01430,Current Account,2024-04-22,Active,0,0.0,1745.51
A002326,C01430,Credit Card,2025-04-18,Active,2900,16.92,-420.02
A002327,C01431,Current Account,2024-06-04,Active,0,0.0,6053.12
A002328,C01432,Current Account,2026-05-27,Active,0,0.0,2378.95
A002329,C01432,Savings Account,2026-07-25,Active,0,1.63,17258.85
A002330,C01433,Current Account,2025-08-19,Dormant,0,0.0,4412.66
A002331,C01433,Savings Account,2026-06-18,Active,0,1.68,9253.45
A002332,C01434,Savings Account,2021-12-01,Active,0,1.7,9324.64
A002333,C01434,Credit Card,2024-09-12,Active,7500,16.91,-1771.62
A002334,C01435,Current Account,2023-04-03,Active,0,0.0,710.17
A002335,C01435,Savings Account,2024-03-10,Active,0,1.69,16404.46
A002336,C01435,Credit Card,2025-08-25,Active,7200,19.65,-977.5
A002337,C01436,Current Account,2025-08-02,Dormant,0,0.0,334.6
A002338,C01437,Current Account,2024-07-31,Active,0,0.0,-500
A002339,C01437,Savings Account,2022-01-02,Active,0,2.03,3090.16
A002340,C01438,Savings Account,2025-06-11,Active,0,1.88,10117.93
A002341,C01438,Current Account,2022-08-17,Dormant,0,0.0,4409.97
A002342,C01439,Savings Account,2023-12-20,Active,0,1.81,5452.96
A002343,C01439,Current Account,2024-01-09,Active,0,0.0,2896.01
A002344,C01439,Credit Card,2025-11-10,Active,6600,15.79,-374.16
A002345,C01440,Current Account,2025-03-11,Active,0,0.0,2544.37
A002346,C01440,Savings Account,2024-12-07,Closed,0,1.12,1223.38
A002347,C01440,Credit Card,2025-11-14,Closed,3900,21.46,-308.91
A002348,C01441,Current Account,2026-04-06,Active,0,0.0,3830.19
A002349,C01442,Current Account,2026-07-24,Dormant,0,0.0,2859.75
A002350,C01442,Savings Account,2026-07-23,Active,0,1.13,13812.91
A002351,C01443,Current Account,2026-07-26,Active,0,0.0,529.71
A002352,C01444,Current Account,2026-03-31,Dormant,0,0.0,461.72
A002353,C01445,Savings Account,2024-06-25,Active,0,1.97,20786.87
A002354,C01446,Current Account,2025-11-13,Active,0,0.0,909.41
A002355,C01446,Savings Account,2025-10-25,Active,0,0.97,14204.92
A002356,C01447,Current Account,2024-01-28,Dormant,0,0.0,1122.24
A002357,C01447,Credit Card,2026-06-08,Active,3200,16.14,-701.53
A002358,C01448,Current Account,2020-06-23,Active,0,0.0,1214.3
A002359,C01448,Credit Card,2021-09-03,Active,2400,19.96,-419.58
A002360,C01449,Current Account,2026-02-04,Active,0,0.0,3954.79
A002361,C01450,Current Account,2026-02-23,Active,0,0.0,8529.32
A002362,C01451,Current Account,2025-06-24,Active,0,0.0,2769.37
A002363,C01452,Current Account,2026-08-01,Active,0,0.0,4716.25
A002364,C01452,Credit Card,2026-07-27,Active,5400,21.58,-640.26
A002365,C01453,Current Account,2025-01-24,Active,0,0.0,3546.11
A002366,C01454,Current Account,2024-05-30,Active,0,0.0,363.1
A002367,C01454,Savings Account,2024-02-19,Closed,0,1.5,0
A002368,C01455,Savings Account,2025-06-23,Active,0,1.86,6255.98
A002369,C01455,Current Account,2024-11-08,Active,0,0.0,1739.12
A002370,C01456,Current Account,2026-07-18,Active,0,0.0,1327.83
A002371,C01456,Savings Account,2026-04-07,Closed,0,1.15,1552.89
A002372,C01457,Current Account,2023-03-14,Active,0,0.0,1584.47
A002373,C01457,Savings Account,2022-09-29,Active,0,0.98,19811.36
A002374,C01458,Current Account,2025-07-03,Active,0,0.0,-112.58
A002375,C01459,Current Account,2022-04-22,Active,0,0.0,4564.61
A002376,C01459,Savings Account,2021-03-13,Active,0,1.38,10211.14
A002377,C01460,Savings Account,2023-03-27,Dormant,0,0.88,30475.1
A002378,C01460,Current Account,2022-06-02,Active,0,0.0,5295.83
A002379,C01461,Current Account,2025-10-28,Active,0,0.0,3588.25
A002380,C01462,Savings Account,2025-05-11,Active,0,1.29,9319.52
A002381,C01463,Current Account,2022-02-01,Active,0,0.0,2295.29
A002382,C01464,Current Account,2022-02-13,Active,0,0.0,4782.33
A002383,C01464,Credit Card,2022-05-21,Active,12600,16.92,-1608.01
A002384,C01465,Current Account,2026-03-08,Dormant,0,0.0,1171.52
A002385,C01465,Savings Account,2025-03-13,Active,0,1.13,7620.83
A002386,C01466,Current Account,2025-04-22,Active,0,0.0,4458.7
A002387,C01466,Savings Account,2023-02-09,Active,0,1.42,3997.45
A002388,C01467,Current Account,2024-03-10,Active,0,0.0,1700.64
A002389,C01468,Savings Account,2024-08-29,Active,0,1.54,12234.87
A002390,C01468,Current Account,2024-04-27,Active,0,0.0,5546.94
A002391,C01469,Current Account,2024-08-08,Active,0,0.0,2750.74
A002392,C01469,Credit Card,2024-06-16,Active,6400,16.09,-433.53
A002393,C01470,Current Account,2024-06-05,Active,0,0.0,24.4
A002394,C01470,Savings Account,2022-12-13,Active,0,1.23,4927.79
A002395,C01471,Current Account,2026-07-30,Dormant,0,0.0,4903.5
A002396,C01472,Current Account,2025-02-24,Active,0,0.0,9258.23
A002397,C01472,Savings Account,2025-05-09,Active,0,1.5,54237.84
A002398,C01473,Current Account,2025-04-13,Active,0,0.0,6621.15
A002399,C01474,Current Account,2024-12-18,Active,0,0.0,335.62
A002400,C01475,Savings Account,2025-03-04,Active,0,2.06,17268.81
A002401,C01475,Credit Card,2025-02-19,Active,2700,17.43,-282.58
A002402,C01476,Savings Account,2023-09-13,Dormant,0,1.77,1525.69
A002403,C01476,Current Account,2024-06-12,Active,0,0.0,1735.45
A002404,C01477,Savings Account,2024-03-19,Active,0,0.94,6546.37
A002405,C01477,Credit Card,2024-08-19,Active,9300,21.86,-410.28
A002406,C01478,Current Account,2026-03-31,Active,0,0.0,2206.63
A002407,C01478,Credit Card,2026-07-19,Active,2500,20.1,-900.22
A002408,C01479,Savings Account,2025-05-25,Active,0,1.63,19907.03
A002409,C01480,Current Account,2025-01-23,Active,0,0.0,2256.17
A002410,C01480,Credit Card,2022-03-30,Active,6600,15.88,-1709.58
A002411,C01481,Current Account,2024-04-19,Active,0,0.0,1606.18
A002412,C01482,Savings Account,2024-02-07,Active,0,2.18,6563.92
A002413,C01482,Current Account,2025-09-18,Dormant,0,0.0,1635.2
A002414,C01483,Savings Account,2023-02-16,Active,0,1.36,9343.99
A002415,C01483,Current Account,2023-04-09,Active,0,0.0,3464.34
A002416,C01484,Current Account,2024-03-08,Active,0,0.0,1274.49
A002417,C01484,Credit Card,2026-01-02,Active,2700,18.68,-1728.18
A002418,C01485,Savings Account,2025-11-15,Active,0,1.53,23346.5
A002419,C01485,Credit Card,2025-07-03,Active,3700,17.23,-465.92
A002420,C01486,Savings Account,2023-05-19,Active,0,2.12,21097.93
A002421,C01486,Current Account,2020-05-05,Active,0,0.0,1330.56
A002422,C01487,Current Account,2025-04-07,Active,0,0.0,2314.85
A002423,C01487,Credit Card,2025-12-08,Active,2300,21.51,0
A002424,C01488,Savings Account,2026-01-25,Active,0,0.87,14150.83
A002425,C01488,Credit Card,2025-12-08,Dormant,9000,21.18,-508.85
A002426,C01489,Current Account,2025-08-05,Active,0,0.0,5472.16
A002427,C01490,Savings Account,2026-06-27,Dormant,0,1.59,2133.88
A002428,C01490,Current Account,2026-06-03,Active,0,0.0,1217.28
A002429,C01491,Current Account,2026-05-25,Active,0,0.0,784.72
A002430,C01491,Credit Card,2020-05-03,Active,2500,19.24,-925.72
A002431,C01492,Savings Account,2022-01-30,Active,0,2.18,19078.32
A002432,C01493,Savings Account,2022-09-28,Active,0,1.33,8232.7
A002433,C01494,Current Account,2023-08-14,Closed,0,0.0,1286.04
A002434,C01495,Current Account,2021-02-21,Active,0,0.0,2675.95
A002435,C01496,Current Account,2026-03-30,Active,0,0.0,550.75
A002436,C01496,Savings Account,2023-04-22,Dormant,0,1.86,4799.75
A002437,C01497,Current Account,2026-06-21,Active,0,0.0,-106.7
A002438,C01497,Savings Account,2026-07-27,Active,0,1.52,6145.45
A002439,C01498,Current Account,2025-08-08,Dormant,0,0.0,3264.88
A002440,C01499,Current Account,2021-08-25,Active,0,0.0,6124.34
A002441,C01500,Savings Account,2023-10-05,Active,0,1.08,0
A002442,C01500,Current Account,2021-04-08,Active,0,0.0,5088.43
A002443,C01500,Credit Card,2024-05-30,Active,9700,19.57,-2178.58
A002444,C01501,Current Account,2024-10-05,Active,0,0.0,6582.55
A002445,C01501,Savings Account,2023-09-09,Active,0,0.9,21701.51
A002446,C01502,Savings Account,2021-08-12,Active,0,1.81,17426.67
A002447,C01503,Savings Account,2024-06-12,Active,0,1.95,4876.09
A002448,C01504,Savings Account,2025-05-25,Active,0,1.27,15075.74
A002449,C01505,Current Account,2024-03-22,Active,0,0.0,7337.04
A002450,C01506,Current Account,2023-11-02,Active,0,0.0,1956.15
A002451,C01506,Savings Account,2020-05-04,Active,0,0.87,3795.84
A002452,C01506,Credit Card,2022-07-31,Active,5200,20.31,-1171.03
A002453,C01507,Savings Account,2022-09-25,Active,0,1.52,22481.65
A002454,C01507,Current Account,2025-04-14,Active,0,0.0,2382.23
A002455,C01508,Current Account,2026-03-09,Active,0,0.0,4096.99
A002456,C01508,Savings Account,2026-06-20,Active,0,1.05,5280.15
A002457,C01508,Credit Card,2026-01-02,Active,6400,21.55,-1945.14
A002458,C01509,Current Account,2023-11-19,Active,0,0.0,1834.39
A002459,C01510,Current Account,2025-01-27,Active,0,0.0,5001.21
A002460,C01510,Savings Account,2024-04-26,Active,0,2.12,41564.6
A002461,C01511,Current Account,2022-03-28,Active,0,0.0,4518.66
A002462,C01512,Current Account,2026-02-24,Active,0,0.0,827.25
A002463,C01512,Savings Account,2026-02-27,Active,0,1.68,0
A002464,C01512,Credit Card,2025-11-21,Active,12100,16.63,-115.8
A002465,C01513,Savings Account,2024-09-19,Active,0,1.62,5715.98
A002466,C01514,Current Account,2026-01-02,Active,0,0.0,3691.39
A002467,C01514,Savings Account,2024-07-16,Active,0,1.88,12564.49
A002468,C01515,Current Account,2022-05-18,Active,0,0.0,2969.74
A002469,C01515,Savings Account,2025-01-31,Active,0,1.74,6507.65
A002470,C01516,Current Account,2023-05-18,Active,0,0.0,1509.63
A002471,C01516,Savings Account,2021-02-14,Active,0,2.11,0
A002472,C01517,Current Account,2025-11-09,Active,0,0.0,5636.41
A002473,C01518,Current Account,2025-10-14,Active,0,0.0,1043.4
A002474,C01519,Current Account,2021-09-23,Active,0,0.0,2519.59
A002475,C01519,Savings Account,2020-12-02,Active,0,1.98,10075.44
A002476,C01520,Savings Account,2026-07-30,Active,0,1.47,0
A002477,C01521,Current Account,2024-05-18,Active,0,0.0,3127.29
A002478,C01521,Savings Account,2026-07-31,Active,0,1.23,13449.76
A002479,C01522,Savings Account,2026-06-04,Active,0,1.13,18014.12
A002480,C01522,Credit Card,2026-07-27,Active,8400,18.87,-2911.03
A002481,C01523,Current Account,2024-10-18,Active,0,0.0,4696.04
A002482,C01523,Savings Account,2026-05-23,Active,0,1.74,17020.37
A002483,C01524,Current Account,2026-07-29,Active,0,0.0,4048.0
A002484,C01525,Current Account,2022-08-03,Active,0,0.0,2429.78
A002485,C01525,Credit Card,2022-09-13,Active,6900,17.99,0
A002486,C01526,Savings Account,2023-09-20,Active,0,0.85,13666.69
A002487,C01526,Current Account,2025-12-03,Active,0,0.0,5141.08
A002488,C01527,Savings Account,2025-07-31,Active,0,1.27,754.49
A002489,C01528,Current Account,2025-03-23,Active,0,0.0,7971.1
A002490,C01528,Credit Card,2022-08-30,Active,7400,17.32,-1788.36
A002491,C01529,Current Account,2025-08-08,Active,0,0.0,2567.39
A002492,C01529,Savings Account,2022-01-14,Active,0,1.89,6009.93
A002493,C01529,Credit Card,2020-10-07,Active,1700,15.52,-107.07
A002494,C01530,Current Account,2025-12-07,Active,0,0.0,221.23
A002495,C01531,Current Account,2025-03-20,Active,0,0.0,4990.68
A002496,C01531,Savings Account,2026-02-07,Active,0,0.93,41738.83
A002497,C01531,Credit Card,2023-09-06,Active,10200,20.3,-3688.96
A002498,C01532,Current Account,2022-10-05,Active,0,0.0,1571.08
A002499,C01532,Credit Card,2024-10-18,Active,6700,19.73,-382.69
A002500,C01533,Savings Account,2026-02-25,Dormant,0,1.87,0
A002501,C01533,Current Account,2020-12-14,Active,0,0.0,3697.14
A002502,C01534,Current Account,2022-05-21,Active,0,0.0,1178.61
A002503,C01535,Current Account,2024-05-30,Active,0,0.0,5189.87
A002504,C01535,Credit Card,2022-06-16,Active,8100,18.77,-1656.82
A002505,C01536,Current Account,2023-08-09,Active,0,0.0,4965.1
A002506,C01537,Current Account,2026-01-01,Active,0,0.0,4773.07
A002507,C01537,Credit Card,2024-07-01,Active,3800,18.23,-808.33
A002508,C01538,Current Account,2023-04-03,Active,0,0.0,261.43
A002509,C01538,Savings Account,2024-01-05,Active,0,1.9,4873.35
A002510,C01539,Current Account,2026-05-19,Active,0,0.0,6740.7
A002511,C01540,Current Account,2026-05-21,Active,0,0.0,705.64
A002512,C01540,Savings Account,2025-12-21,Active,0,1.18,6801.26
A002513,C01541,Current Account,2026-01-25,Active,0,0.0,1510.97
A002514,C01541,Savings Account,2025-10-28,Active,0,1.57,7556.28
A002515,C01542,Current Account,2022-05-03,Active,0,0.0,2674.02
A002516,C01542,Savings Account,2023-02-03,Active,0,1.4,30761.63
A002517,C01542,Credit Card,2021-08-30,Active,3900,17.1,-688.82
A002518,C01543,Current Account,2022-03-16,Active,0,0.0,1909.93
A002519,C01543,Savings Account,2021-01-05,Active,0,1.19,0
A002520,C01544,Savings Account,2025-01-25,Active,0,1.79,11169.62
A002521,C01545,Current Account,2023-05-05,Active,0,0.0,6337.71
A002522,C01545,Savings Account,2026-05-02,Active,0,1.22,6766.8
A002523,C01546,Savings Account,2026-06-11,Active,0,0.93,10540.15
A002524,C01546,Current Account,2025-06-09,Active,0,0.0,3592.01
A002525,C01547,Current Account,2025-04-03,Active,0,0.0,1843.36
A002526,C01548,Current Account,2026-07-30,Active,0,0.0,873.68
A002527,C01548,Savings Account,2026-07-28,Active,0,1.73,8012.93
A002528,C01549,Savings Account,2025-08-14,Active,0,1.74,28410.87
A002529,C01549,Current Account,2021-07-18,Active,0,0.0,3453.78
A002530,C01550,Current Account,2026-04-17,Active,0,0.0,1215.14
A002531,C01551,Current Account,2025-10-22,Active,0,0.0,1378.27
A002532,C01551,Credit Card,2025-05-04,Active,7200,20.86,-2459.38
A002533,C01552,Current Account,2024-01-05,Active,0,0.0,3243.6
A002534,C01552,Savings Account,2025-09-25,Active,0,1.7,15404.76
A002535,C01553,Current Account,2026-07-06,Active,0,0.0,2138.59
A002536,C01554,Savings Account,2025-09-12,Active,0,0.99,3010.8
A002537,C01555,Current Account,2026-03-08,Active,0,0.0,4250.58
A002538,C01555,Savings Account,2025-10-12,Active,0,1.9,29471.76
A002539,C01556,Savings Account,2022-12-29,Active,0,1.4,17272.8
A002540,C01557,Current Account,2023-03-09,Active,0,0.0,2533.57
A002541,C01557,Savings Account,2024-11-22,Active,0,1.19,16779.64
A002542,C01558,Current Account,2023-05-27,Active,0,0.0,2545.23
A002543,C01559,Current Account,2022-06-12,Active,0,0.0,1144.09
A002544,C01559,Savings Account,2022-05-27,Active,0,0.84,0
A002545,C01560,Current Account,2025-02-01,Active,0,0.0,5061.47
A002546,C01560,Savings Account,2024-10-28,Active,0,1.09,22222.98
A002547,C01561,Current Account,2026-05-12,Active,0,0.0,1418.88
A002548,C01562,Current Account,2026-05-20,Active,0,0.0,8597.29
A002549,C01563,Current Account,2024-02-19,Closed,0,0.0,1111.38
A002550,C01563,Savings Account,2023-12-14,Active,0,1.97,13321.4
A002551,C01564,Current Account,2025-04-28,Active,0,0.0,2326.98
A002552,C01564,Savings Account,2025-12-11,Active,0,2.09,9711.56
A002553,C01565,Current Account,2021-05-15,Active,0,0.0,2589.92
A002554,C01565,Credit Card,2023-12-16,Active,10800,17.04,0
A002555,C01566,Current Account,2026-06-01,Active,0,0.0,1522.32
A002556,C01567,Current Account,2020-04-17,Active,0,0.0,5860.31
A002557,C01568,Current Account,2022-09-09,Active,0,0.0,1400.62
A002558,C01569,Savings Account,2025-11-28,Active,0,0.91,12676.29
A002559,C01569,Current Account,2026-03-02,Active,0,0.0,3161.37
A002560,C01570,Current Account,2021-10-26,Active,0,0.0,11190.67
A002561,C01571,Current Account,2026-02-23,Dormant,0,0.0,2177.86
A002562,C01571,Savings Account,2026-07-30,Active,0,2.07,26401.55
A002563,C01572,Current Account,2024-01-26,Active,0,0.0,3177.52
A002564,C01573,Current Account,2024-03-01,Dormant,0,0.0,7098.54
A002565,C01574,Current Account,2021-12-17,Active,0,0.0,2086.23
A002566,C01575,Current Account,2026-06-20,Closed,0,0.0,-500
A002567,C01576,Savings Account,2024-12-25,Active,0,0.8,3695.51
A002568,C01576,Credit Card,2024-08-22,Closed,3300,17.43,-1439.59
A002569,C01577,Current Account,2024-02-26,Dormant,0,0.0,5533.71
A002570,C01578,Savings Account,2023-02-26,Active,0,1.28,3192.94
A002571,C01578,Current Account,2026-02-10,Active,0,0.0,1612.43
A002572,C01579,Current Account,2024-07-15,Active,0,0.0,2020.36
A002573,C01579,Credit Card,2025-09-23,Dormant,4000,16.13,-830.31
A002574,C01580,Current Account,2026-06-29,Active,0,0.0,1728.65
A002575,C01580,Savings Account,2026-06-26,Active,0,1.59,16819.38
A002576,C01581,Current Account,2025-05-30,Active,0,0.0,2112.56
A002577,C01581,Savings Account,2024-12-19,Active,0,1.64,2577.21
A002578,C01581,Credit Card,2023-04-29,Active,7700,19.92,-709.92
A002579,C01582,Current Account,2023-09-08,Active,0,0.0,7024.38
A002580,C01582,Savings Account,2020-09-21,Active,0,1.57,27276.27
A002581,C01582,Credit Card,2026-04-10,Active,10700,17.87,-1543.36
A002582,C01583,Savings Account,2025-07-08,Active,0,0.87,11798.51
A002583,C01583,Current Account,2025-04-09,Active,0,0.0,6600.68
A002584,C01583,Credit Card,2025-01-11,Active,4800,16.3,-215.19
A002585,C01584,Savings Account,2024-08-29,Active,0,1.53,4977.49
A002586,C01584,Current Account,2023-04-07,Active,0,0.0,948.03
A002587,C01585,Current Account,2022-12-04,Active,0,0.0,6204.99
A002588,C01585,Savings Account,2025-11-19,Active,0,1.9,54479.71
A002589,C01586,Savings Account,2024-06-22,Closed,0,1.58,29804.47
A002590,C01587,Savings Account,2025-09-10,Active,0,2.06,2912.02
A002591,C01587,Current Account,2026-02-12,Active,0,0.0,122.12
A002592,C01587,Credit Card,2026-05-21,Active,8800,21.2,-2801.83
A002593,C01588,Current Account,2026-05-13,Active,0,0.0,-500
A002594,C01588,Savings Account,2023-12-15,Active,0,1.3,8245.02
A002595,C01589,Current Account,2025-05-20,Active,0,0.0,4144.77
A002596,C01590,Current Account,2026-06-21,Dormant,0,0.0,5158.08
A002597,C01591,Current Account,2025-06-23,Dormant,0,0.0,7194.74
A002598,C01592,Savings Account,2023-04-02,Dormant,0,1.11,27299.28
A002599,C01592,Current Account,2023-08-17,Active,0,0.0,4767.89
A002600,C01593,Current Account,2026-07-30,Active,0,0.0,2215.27
A002601,C01593,Credit Card,2026-07-31,Active,11100,15.67,-2096.26
A002602,C01594,Current Account,2023-11-21,Active,0,0.0,721.44
A002603,C01594,Savings Account,2024-06-17,Active,0,2.04,4822.59
A002604,C01594,Credit Card,2026-05-12,Active,3500,20.95,-1459.76
A002605,C01595,Savings Account,2026-04-09,Active,0,1.54,24076.06
A002606,C01595,Current Account,2026-05-30,Active,0,0.0,4313.08
A002607,C01595,Credit Card,2026-05-08,Active,8300,21.77,-1830.19
A002608,C01596,Current Account,2026-07-16,Dormant,0,0.0,3373.32
A002609,C01597,Current Account,2024-05-12,Active,0,0.0,308.23
A002610,C01597,Savings Account,2025-09-20,Dormant,0,1.41,25314.52
A002611,C01598,Current Account,2026-06-16,Active,0,0.0,1596.67
A002612,C01598,Credit Card,2025-09-03,Active,3300,17.58,-647.4
A002613,C01599,Current Account,2024-01-11,Closed,0,0.0,215.89
A002614,C01599,Savings Account,2026-05-18,Active,0,0.92,19186.85
A002615,C01600,Current Account,2025-08-05,Closed,0,0.0,1956.61
A002616,C01601,Current Account,2026-06-22,Active,0,0.0,-500
A002617,C01601,Savings Account,2022-09-11,Dormant,0,2.18,28283.83
A002618,C01602,Current Account,2025-11-20,Active,0,0.0,3508.33
A002619,C01603,Current Account,2024-11-14,Active,0,0.0,2654.23
A002620,C01603,Savings Account,2023-10-22,Closed,0,1.29,14228.97
A002621,C01603,Credit Card,2026-02-15,Dormant,4900,17.55,-1669.11
A002622,C01604,Savings Account,2024-02-05,Active,0,1.18,6701.2
A002623,C01604,Credit Card,2026-01-30,Active,12800,17.01,-783.22
A002624,C01605,Current Account,2025-05-13,Closed,0,0.0,1908.34
A002625,C01606,Current Account,2026-05-07,Active,0,0.0,552.11
A002626,C01606,Savings Account,2023-10-03,Active,0,1.16,1580.91
A002627,C01607,Current Account,2026-07-08,Dormant,0,0.0,951.56
A002628,C01607,Savings Account,2026-01-03,Active,0,1.68,12368.17
A002629,C01608,Current Account,2026-04-01,Active,0,0.0,-69.06
A002630,C01608,Savings Account,2023-06-05,Active,0,1.77,3034.23
A002631,C01609,Savings Account,2026-04-05,Active,0,1.9,1406.3
A002632,C01610,Current Account,2025-06-09,Dormant,0,0.0,5070.8
A002633,C01610,Credit Card,2025-08-24,Active,9600,15.92,-1979.7
A002634,C01611,Current Account,2026-06-08,Active,0,0.0,2533.04
A002635,C01611,Credit Card,2025-05-05,Active,4500,16.41,-1879.18
A002636,C01612,Savings Account,2022-11-06,Active,0,0.96,1010.01
A002637,C01612,Current Account,2021-07-15,Active,0,0.0,-42.7
A002638,C01613,Current Account,2026-07-26,Active,0,0.0,2757.86
A002639,C01614,Current Account,2024-03-24,Active,0,0.0,1933.83
A002640,C01615,Savings Account,2026-07-25,Active,0,0.97,19598.9
A002641,C01615,Current Account,2026-04-06,Closed,0,0.0,958.22
A002642,C01616,Current Account,2023-12-15,Active,0,0.0,484.94
A002643,C01616,Credit Card,2024-05-24,Active,6800,21.53,-1086.22
A002644,C01617,Current Account,2025-08-18,Active,0,0.0,1327.21
A002645,C01617,Savings Account,2025-05-22,Closed,0,1.93,5101.08
A002646,C01618,Savings Account,2026-06-08,Active,0,1.76,3939.73
A002647,C01619,Current Account,2021-03-24,Active,0,0.0,859.83
A002648,C01619,Savings Account,2024-09-27,Active,0,1.63,7748.4
A002649,C01620,Current Account,2023-05-01,Dormant,0,0.0,5263.87
A002650,C01620,Credit Card,2025-05-15,Active,12400,17.95,0
A002651,C01621,Current Account,2022-10-25,Dormant,0,0.0,6262.14
A002652,C01622,Current Account,2025-12-14,Active,0,0.0,7363.48
A002653,C01622,Savings Account,2026-05-23,Dormant,0,1.97,0
A002654,C01623,Current Account,2023-10-14,Active,0,0.0,4554.49
A002655,C01624,Savings Account,2020-07-28,Active,0,1.68,19547.31
A002656,C01624,Current Account,2024-05-12,Active,0,0.0,6987.67
A002657,C01624,Credit Card,2026-01-09,Active,11600,19.24,-1851.75
