customer_id,country,age_group,segment,annual_income_eur,risk_score,acquisition_channel,join_date,digital_active
C00764,Luxembourg,35-44,Family,43800,617,Referral,2025-12-07,1
C00765,Belgium,25-34,Affluent,54500,701,Referral,2021-09-05,1
C00766,Belgium,18-24,Affluent,47500,711,Referral,2020-01-13,1
C00767,Belgium,25-34,Mass Market,35600,691,Partner,2021-06-17,1
C00768,France,35-44,Family,30200,757,Partner,2019-02-21,0
C00769,Germany,45-54,Family,78900,689,Organic Web,2020-03-19,1
C00770,Germany,45-54,Young Professional,86100,530,Branch,2025-12-30,1
C00771,France,35-44,Family,46900,715,Referral,2020-10-10,1
C00772,Netherlands,25-34,Mass Market,34800,672,Organic Web,2020-03-03,1
C00773,Germany,25-34,Young Professional,32500,637,Referral,2022-10-12,1
C00774,Belgium,25-34,Senior,36100,728,Paid Search,2025-07-06,1
C00775,Germany,25-34,Mass Market,41100,623,Paid Search,2025-01-30,0
C00776,Belgium,35-44,Family,60600,621,Paid Search,2019-01-13,0
C00777,Belgium,65+,Mass Market,38900,644,Paid Search,2019-12-29,1
C00778,Belgium,45-54,Mass Market,52600,717,Paid Search,2024-08-22,1
C00779,Belgium,55-64,Mass Market,75800,745,Organic Web,2023-06-14,1
C00780,Germany,35-44,Mass Market,45800,657,Partner,2025-10-10,1
C00781,Belgium,35-44,Family,63200,675,Branch,2024-12-09,1
C00782,Netherlands,45-54,Young Professional,75800,741,Paid Search,2025-08-15,1
C00783,Belgium,35-44,Affluent,84600,661,Referral,2025-03-27,1
C00784,Netherlands,18-24,Mass Market,27200,705,Organic Web,2020-05-11,1
C00785,Belgium,25-34,Mass Market,41000,679,Organic Web,2019-06-23,0
C00786,Belgium,35-44,Young Professional,69500,625,Referral,2021-05-11,1
C00787,France,35-44,Family,48400,768,Partner,2020-04-08,1
C00788,Belgium,55-64,Senior,95700,687,Branch,2023-08-20,0
C00789,Luxembourg,55-64,Mass Market,63200,686,Organic Web,2021-09-06,0
C00790,Belgium,45-54,Mass Market,59300,648,Branch,2019-10-13,1
C00791,Belgium,45-54,Mass Market,83000,745,Referral,2020-03-19,1
C00792,Belgium,45-54,Mass Market,53000,720,Partner,2021-09-11,0
C00793,Germany,25-34,Senior,39000,589,Referral,2019-01-09,1
C00794,Germany,35-44,Family,46500,734,Referral,2022-11-02,1
C00795,Belgium,35-44,Young Professional,61700,749,Branch,2023-12-05,0
C00796,Netherlands,25-34,Mass Market,44500,702,Branch,2026-03-01,0
C00797,Belgium,25-34,Mass Market,44100,635,Referral,2025-07-12,1
C00798,Belgium,55-64,Affluent,98800,830,Paid Search,2020-09-25,1
C00799,Germany,65+,Affluent,60400,717,Organic Web,2021-03-24,1
C00800,Germany,25-34,Mass Market,33200,742,Branch,2025-01-24,1
C00801,Belgium,18-24,Family,27900,727,Organic Web,2019-02-22,1
C00802,Germany,55-64,Young Professional,59600,751,Branch,2022-02-09,1
C00803,Luxembourg,55-64,Senior,53400,736,Organic Web,2022-08-06,1
C00804,Belgium,45-54,Senior,62400,708,Organic Web,2026-04-06,1
C00805,Belgium,25-34,Young Professional,58500,697,Referral,2020-11-06,1
C00806,France,25-34,Affluent,101700,756,Referral,2019-08-19,1
C00807,France,35-44,Young Professional,41300,627,Referral,2026-06-01,1
C00808,France,35-44,Family,75400,664,Paid Search,2025-02-26,1
C00809,France,55-64,Family,93000,801,Referral,2025-10-28,0
C00810,Belgium,35-44,Senior,60500,685,Paid Search,2025-08-01,0
C00811,Belgium,45-54,Affluent,113700,778,Paid Search,2024-09-05,1
C00812,Belgium,65+,Young Professional,44300,601,Branch,2023-02-08,0
C00813,Germany,45-54,Young Professional,48500,678,Branch,2023-08-05,1
C00814,Germany,45-54,Senior,52600,657,Branch,2020-11-03,0
C00815,Belgium,35-44,Mass Market,50700,675,Paid Search,2024-09-19,1
C00816,Germany,45-54,Affluent,128700,773,Branch,2019-05-28,1
C00817,France,18-24,Family,16000,669,Organic Web,2024-11-27,1
C00818,France,35-44,Affluent,88100,711,Referral,2026-06-26,1
C00819,Luxembourg,35-44,Family,46800,723,Organic Web,2024-09-13,0
C00820,Netherlands,65+,Mass Market,39200,644,Branch,2020-11-16,0
C00821,Netherlands,25-34,Young Professional,62400,650,Paid Search,2025-05-10,0
C00822,Luxembourg,25-34,Mass Market,44000,771,Organic Web,2025-07-02,1
C00823,Belgium,35-44,Mass Market,49500,693,Branch,2022-09-01,1
C00824,Germany,25-34,Family,44400,657,Referral,2020-10-12,1
C00825,Belgium,55-64,Family,63600,708,Branch,2023-05-30,0
C00826,Belgium,35-44,Mass Market,37500,643,Paid Search,2020-05-08,1
C00827,Belgium,45-54,Mass Market,41900,628,Referral,2022-07-10,1
C00828,Belgium,55-64,Family,61400,677,Referral,2021-01-30,0
C00829,Belgium,18-24,Young Professional,35100,662,Organic Web,2026-05-27,1
C00830,Germany,55-64,Mass Market,51300,613,Paid Search,2023-04-30,1
C00831,Netherlands,65+,Mass Market,29300,623,Partner,2025-09-17,0
C00832,Netherlands,35-44,Mass Market,55200,656,Referral,2022-12-24,1
C00833,Netherlands,35-44,Mass Market,52900,796,Branch,2022-01-01,1
C00834,Belgium,25-34,Mass Market,31300,471,Paid Search,2020-05-13,1
C00835,Germany,55-64,Family,63400,768,Partner,2019-05-26,1
C00836,Netherlands,65+,Family,26500,586,Referral,2019-02-06,0
C00837,Belgium,18-24,Mass Market,22300,715,Referral,2025-05-01,1
C00838,Belgium,55-64,Young Professional,51800,684,Organic Web,2024-04-08,1
C00839,Belgium,65+,Young Professional,42600,654,Organic Web,2021-12-04,1
C00840,Belgium,55-64,Mass Market,58600,772,Referral,2025-10-30,1
C00841,Belgium,18-24,Affluent,62700,655,Referral,2019-11-19,1
C00842,Germany,45-54,Affluent,165800,709,Referral,2023-03-16,0
C00843,Belgium,55-64,Mass Market,69800,766,Referral,2026-05-01,0
C00844,Netherlands,25-34,Family,56800,659,Referral,2023-04-02,1
C00845,France,25-34,Affluent,76800,779,Branch,2019-03-27,1
C00846,Germany,25-34,Affluent,70700,780,Organic Web,2025-02-26,1
C00847,Belgium,65+,Family,53600,629,Referral,2024-08-12,1
C00848,Netherlands,35-44,Young Professional,48000,638,Paid Search,2024-12-12,0
C00849,France,18-24,Senior,17200,832,Organic Web,2024-08-04,1
C00850,France,45-54,Affluent,85000,737,Partner,2026-05-18,0
C00851,Germany,35-44,Senior,52300,557,Referral,2023-11-19,1
C00852,Belgium,25-34,Family,46400,687,Paid Search,2019-10-28,1
C00853,Germany,25-34,Mass Market,44800,638,Referral,2022-08-10,1
C00854,Germany,45-54,Family,66300,699,Partner,2019-12-15,1
C00855,Netherlands,25-34,Mass Market,43800,684,Organic Web,2023-03-07,1
C00856,Netherlands,55-64,Affluent,126800,850,Paid Search,2025-09-27,0
C00857,Netherlands,25-34,Mass Market,41100,583,Referral,2022-01-17,1
C00858,Belgium,25-34,Family,42100,747,Organic Web,2022-01-15,0
C00859,Germany,18-24,Senior,21200,568,Organic Web,2026-07-07,1
C00860,Netherlands,35-44,Mass Market,63400,642,Branch,2020-06-05,1
C00861,Belgium,25-34,Family,33900,614,Organic Web,2025-12-24,1
C00862,France,35-44,Young Professional,63900,753,Branch,2023-08-29,1
C00863,Netherlands,45-54,Young Professional,63700,814,Referral,2022-02-08,0
C00864,Belgium,45-54,Mass Market,78300,590,Paid Search,2020-12-12,1
C00865,Germany,35-44,Affluent,77600,767,Branch,2023-10-27,1
C00866,Belgium,25-34,Mass Market,61600,692,Partner,2020-10-13,1
C00867,Belgium,25-34,Mass Market,38800,664,Organic Web,2019-12-13,1
C00868,Belgium,25-34,Senior,40400,695,Branch,2024-10-16,1
C00869,Luxembourg,45-54,Young Professional,56300,745,Branch,2023-12-16,1
C00870,Netherlands,55-64,Family,49600,600,Partner,2023-04-18,1
C00871,Luxembourg,45-54,Family,80600,670,Branch,2026-01-16,1
C00872,Belgium,65+,Family,27000,618,Organic Web,2026-07-28,1
C00873,France,65+,Family,27000,636,Branch,2020-11-03,1
C00874,Belgium,25-34,Young Professional,53300,671,Paid Search,2020-07-29,1
C00875,Netherlands,35-44,Young Professional,28300,681,Paid Search,2025-12-15,1
C00876,Belgium,35-44,Mass Market,59000,721,Referral,2019-11-26,1
C00877,France,55-64,Mass Market,45000,580,Referral,2023-12-26,1
C00878,Netherlands,35-44,Young Professional,72500,678,Referral,2023-10-04,1
C00879,Belgium,25-34,Mass Market,29400,620,Paid Search,2024-01-08,1
C00880,Belgium,25-34,Mass Market,34000,725,Organic Web,2026-07-06,1
C00881,Germany,35-44,Affluent,85100,665,Paid Search,2021-06-17,1
C00882,Belgium,45-54,Affluent,77800,567,Paid Search,2021-12-21,1
C00883,Belgium,25-34,Young Professional,37500,686,Referral,2021-05-06,1
C00884,Germany,35-44,Affluent,89300,751,Paid Search,2023-08-21,1
C00885,Germany,25-34,Affluent,40900,701,Referral,2020-02-20,1
C00886,Belgium,45-54,Young Professional,78000,653,Paid Search,2024-11-13,1
C00887,Netherlands,45-54,Mass Market,54600,752,Paid Search,2021-02-20,1
C00888,Belgium,35-44,Family,61800,850,Branch,2021-06-30,1
C00889,Belgium,55-64,Young Professional,32800,740,Referral,2021-01-02,1
C00890,Netherlands,25-34,Young Professional,46900,652,Branch,2022-09-23,0
C00891,Belgium,25-34,Affluent,86700,713,Referral,2024-07-13,1
C00892,France,25-34,Mass Market,31200,718,Branch,2022-05-23,1
C00893,Belgium,55-64,Mass Market,70100,738,Organic Web,2025-03-17,0
C00894,Luxembourg,55-64,Mass Market,61500,673,Paid Search,2019-03-08,0
C00895,Belgium,55-64,Mass Market,51200,735,Branch,2021-01-08,1
C00896,Netherlands,65+,Mass Market,39300,701,Partner,2020-10-24,1
C00897,Netherlands,25-34,Mass Market,56000,845,Paid Search,2026-02-06,1
C00898,Belgium,35-44,Senior,44200,686,Organic Web,2025-10-18,1
C00899,Belgium,25-34,Young Professional,40300,760,Organic Web,2024-12-27,1
C00900,Belgium,25-34,Family,24700,752,Organic Web,2025-12-29,1
C00901,Germany,45-54,Young Professional,42400,665,Paid Search,2025-12-23,0
C00902,Belgium,18-24,Affluent,50700,754,Organic Web,2019-09-28,1
C00903,Belgium,18-24,Mass Market,32400,756,Paid Search,2022-04-25,1
C00904,Belgium,18-24,Mass Market,24700,620,Referral,2022-03-22,1
C00905,Belgium,45-54,Family,72900,725,Paid Search,2020-03-28,0
C00906,Belgium,35-44,Young Professional,34400,633,Organic Web,2022-08-01,1
C00907,Netherlands,55-64,Young Professional,60400,766,Organic Web,2021-10-01,1
C00908,Belgium,35-44,Young Professional,48300,607,Organic Web,2019-05-27,1
C00909,Belgium,45-54,Mass Market,54400,663,Branch,2021-12-19,0
C00910,Belgium,25-34,Family,56400,719,Organic Web,2021-10-19,1
C00911,France,18-24,Senior,21200,547,Organic Web,2022-10-07,1
C00912,France,25-34,Young Professional,45300,563,Partner,2019-08-18,1
C00913,Belgium,55-64,Family,45700,607,Partner,2021-05-03,1
C00914,Germany,55-64,Young Professional,81400,834,Partner,2025-07-11,0
C00915,Netherlands,18-24,Young Professional,28800,618,Organic Web,2020-08-02,1
C00916,Belgium,25-34,Senior,36900,527,Organic Web,2019-09-28,1
C00917,Netherlands,25-34,Senior,41800,739,Partner,2022-03-19,1
C00918,Belgium,25-34,Affluent,72400,699,Partner,2019-01-20,1
C00919,Luxembourg,65+,Mass Market,44700,609,Referral,2024-02-01,1
C00920,Belgium,55-64,Senior,60800,633,Organic Web,2026-01-05,0
C00921,Belgium,45-54,Mass Market,77000,815,Partner,2026-03-24,1
C00922,Netherlands,25-34,Family,47400,716,Organic Web,2023-06-16,1
C00923,Luxembourg,35-44,Senior,54100,770,Organic Web,2024-05-16,1
C00924,Belgium,35-44,Affluent,121700,732,Paid Search,2020-01-21,1
C00925,Netherlands,25-34,Affluent,74900,776,Organic Web,2026-05-22,0
C00926,France,35-44,Affluent,122300,782,Paid Search,2025-10-18,1
C00927,Netherlands,45-54,Young Professional,38900,617,Branch,2024-09-07,1
C00928,France,18-24,Mass Market,24400,700,Partner,2021-02-10,1
C00929,Belgium,25-34,Mass Market,37300,586,Organic Web,2025-02-07,1
C00930,Belgium,45-54,Mass Market,68800,727,Paid Search,2022-02-11,0
C00931,Belgium,25-34,Young Professional,49300,799,Paid Search,2022-12-15,1
C00932,Germany,25-34,Young Professional,38900,637,Referral,2024-10-17,1
C00933,Belgium,25-34,Family,47100,691,Referral,2025-05-11,1
C00934,Belgium,25-34,Affluent,54900,681,Referral,2022-08-25,0
C00935,Netherlands,45-54,Mass Market,67100,675,Referral,2020-06-25,1
C00936,Belgium,55-64,Mass Market,59700,850,Partner,2021-05-16,1
C00937,Germany,25-34,Affluent,55100,740,Paid Search,2023-06-13,0
C00938,Belgium,45-54,Mass Market,51100,689,Organic Web,2019-12-22,1
C00939,France,45-54,Mass Market,53500,642,Paid Search,2019-01-26,0
C00940,Germany,25-34,Mass Market,40500,797,Partner,2020-11-02,1
C00941,Belgium,45-54,Young Professional,77000,781,Organic Web,2025-05-27,1
C00942,Belgium,25-34,Affluent,57900,695,Partner,2019-10-20,1
C00943,Germany,35-44,Senior,45500,611,Branch,2023-03-21,1
C00944,Belgium,45-54,Young Professional,78200,803,Organic Web,2025-06-24,1
C00945,Belgium,18-24,Mass Market,25700,791,Organic Web,2019-05-20,1
C00946,France,25-34,Family,30700,557,Referral,2020-03-04,1
C00947,France,25-34,Mass Market,44800,683,Organic Web,2021-01-30,1
C00948,Belgium,45-54,Mass Market,55600,678,Partner,2025-01-21,1
C00949,Germany,35-44,Mass Market,32400,587,Paid Search,2026-05-29,1
C00950,Belgium,35-44,Mass Market,44500,785,Referral,2023-03-18,0
C00951,France,35-44,Family,57800,646,Organic Web,2021-10-12,1
C00952,France,55-64,Family,59200,611,Branch,2023-09-14,1
C00953,France,25-34,Mass Market,34200,670,Paid Search,2019-06-26,1
C00954,Belgium,35-44,Affluent,66600,836,Branch,2022-02-01,1
C00955,Netherlands,35-44,Family,50900,698,Referral,2022-11-28,1
C00956,Belgium,55-64,Family,49400,627,Referral,2025-11-23,1
C00957,Netherlands,45-54,Young Professional,64700,670,Organic Web,2026-06-12,1
C00958,Belgium,65+,Family,49400,685,Referral,2022-10-29,1
C00959,Belgium,25-34,Young Professional,50700,678,Referral,2025-05-22,1
C00960,Belgium,25-34,Senior,37200,747,Organic Web,2019-02-07,1
C00961,Germany,35-44,Family,49300,704,Referral,2024-12-17,1
C00962,France,18-24,Mass Market,41300,765,Organic Web,2019-07-03,1
C00963,Belgium,65+,Mass Market,43300,584,Paid Search,2026-02-21,0
C00964,Belgium,35-44,Family,63000,638,Branch,2023-08-06,1
C00965,Netherlands,55-64,Mass Market,37500,567,Referral,2020-09-20,1
C00966,Belgium,45-54,Young Professional,39300,518,Paid Search,2024-07-24,1
C00967,Germany,35-44,Affluent,70800,645,Referral,2019-09-15,1
C00968,France,55-64,Mass Market,62400,672,Organic Web,2024-02-13,1
C00969,Germany,25-34,Mass Market,27200,602,Paid Search,2020-09-19,0
C00970,Germany,35-44,Senior,42200,668,Organic Web,2024-07-13,0
C00971,France,45-54,Affluent,120400,721,Organic Web,2020-07-30,1
C00972,Netherlands,45-54,Mass Market,82000,772,Paid Search,2024-10-14,1
C00973,Belgium,25-34,Mass Market,61600,850,Organic Web,2019-07-05,1
C00974,Belgium,45-54,Mass Market,40400,591,Organic Web,2021-06-06,0
C00975,Belgium,55-64,Family,50000,654,Organic Web,2019-02-13,0
C00976,Belgium,18-24,Mass Market,29300,655,Branch,2019-12-19,1
C00977,Belgium,18-24,Young Professional,30600,730,Paid Search,2023-08-10,1
C00978,Belgium,25-34,Affluent,79200,586,Branch,2023-05-08,1
C00979,Belgium,35-44,Family,48600,798,Referral,2024-09-29,1
C00980,Belgium,65+,Family,46700,741,Branch,2021-02-10,0
C00981,Netherlands,25-34,Mass Market,40300,655,Organic Web,2024-11-06,1
C00982,France,55-64,Mass Market,50200,625,Paid Search,2023-11-17,0
C00983,Belgium,35-44,Senior,51100,760,Organic Web,2021-11-18,1
C00984,Netherlands,25-34,Family,39300,612,Partner,2019-02-07,1
C00985,France,35-44,Mass Market,55200,722,Paid Search,2025-12-01,1
C00986,Belgium,35-44,Mass Market,41300,555,Organic Web,2022-07-20,0
C00987,Belgium,35-44,Senior,42800,648,Branch,2021-02-25,1
C00988,France,35-44,Affluent,108100,718,Paid Search,2025-09-04,1
C00989,Belgium,25-34,Mass Market,36100,677,Organic Web,2025-02-13,1
C00990,Netherlands,35-44,Family,57800,642,Organic Web,2021-03-30,1
C00991,Netherlands,35-44,Family,24800,616,Paid Search,2023-12-07,1
C00992,France,35-44,Young Professional,60200,710,Branch,2020-06-22,0
C00993,Belgium,25-34,Affluent,85100,658,Referral,2023-05-27,0
C00994,France,25-34,Mass Market,44800,759,Referral,2020-09-30,1
C00995,Belgium,18-24,Family,21600,605,Organic Web,2022-10-20,1
C00996,Netherlands,25-34,Family,48900,789,Branch,2019-03-05,1
C00997,Belgium,35-44,Mass Market,44500,623,Paid Search,2019-01-09,1
C00998,Belgium,45-54,Affluent,95700,640,Organic Web,2020-09-06,0
C00999,Belgium,25-34,Senior,34800,601,Partner,2019-11-04,1
C01000,France,65+,Mass Market,36900,658,Referral,2023-12-20,1
C01001,Netherlands,65+,Mass Market,36000,696,Referral,2024-02-22,0
C01002,Luxembourg,35-44,Mass Market,49500,647,Partner,2026-07-10,1
C01003,Germany,45-54,Mass Market,68200,566,Partner,2019-04-17,0
C01004,Netherlands,35-44,Family,38700,638,Paid Search,2019-04-13,1
C01005,Belgium,45-54,Family,63400,698,Organic Web,2025-01-22,0
C01006,France,45-54,Mass Market,73000,716,Organic Web,2022-10-16,0
C01007,Belgium,45-54,Mass Market,64800,683,Organic Web,2021-01-31,1
C01008,Netherlands,45-54,Young Professional,77200,597,Organic Web,2020-03-11,1
C01009,Belgium,25-34,Mass Market,36000,619,Partner,2019-02-10,1
C01010,Germany,45-54,Young Professional,39800,816,Organic Web,2021-01-07,0
C01011,Belgium,25-34,Family,25100,772,Organic Web,2026-05-10,1
C01012,Netherlands,25-34,Young Professional,37300,696,Paid Search,2022-11-09,1
C01013,France,18-24,Mass Market,19200,441,Organic Web,2019-10-05,1
C01014,Luxembourg,25-34,Family,43700,646,Referral,2025-01-13,1
C01015,Belgium,18-24,Young Professional,23900,683,Partner,2019-06-03,1
C01016,Netherlands,65+,Family,50500,744,Partner,2026-07-30,1
C01017,Belgium,35-44,Mass Market,68800,683,Organic Web,2021-09-30,1
C01018,Germany,35-44,Affluent,136600,791,Referral,2021-02-21,0
C01019,Belgium,35-44,Mass Market,39200,709,Referral,2024-02-23,1
C01020,Germany,45-54,Affluent,66800,788,Organic Web,2023-03-04,1
C01021,Germany,25-34,Senior,31000,710,Organic Web,2025-04-03,1
C01022,Germany,25-34,Family,55500,721,Organic Web,2023-07-30,0
C01023,Netherlands,55-64,Young Professional,47900,686,Referral,2025-02-27,0
C01024,Belgium,45-54,Family,66200,652,Paid Search,2021-01-08,1
C01025,France,45-54,Young Professional,72300,735,Paid Search,2025-08-06,1
C01026,Belgium,35-44,Affluent,112000,686,Branch,2025-02-25,1
C01027,Belgium,25-34,Family,29000,589,Partner,2020-06-29,1
C01028,Belgium,35-44,Young Professional,49600,729,Organic Web,2023-08-04,1
C01029,Netherlands,65+,Family,41300,553,Organic Web,2020-02-03,0
C01030,Netherlands,55-64,Family,70500,667,Paid Search,2024-07-10,1
C01031,Belgium,65+,Mass Market,38500,750,Branch,2026-01-03,1
C01032,Belgium,25-34,Affluent,83100,598,Partner,2020-07-15,1
C01033,Belgium,55-64,Mass Market,48000,667,Partner,2025-06-19,1
C01034,Belgium,55-64,Mass Market,71300,709,Branch,2021-08-11,1
C01035,Germany,18-24,Family,26300,749,Branch,2023-01-21,1
C01036,Netherlands,35-44,Family,60800,620,Organic Web,2026-01-05,1
C01037,France,18-24,Affluent,37200,681,Organic Web,2021-04-30,1
C01038,France,65+,Mass Market,48600,651,Organic Web,2020-05-19,1
C01039,Belgium,55-64,Mass Market,37600,757,Organic Web,2019-08-17,0
C01040,France,25-34,Affluent,78500,730,Organic Web,2022-05-08,1
C01041,France,35-44,Family,39900,609,Paid Search,2021-03-01,0
C01042,Germany,35-44,Family,41700,717,Referral,2021-12-16,1
C01043,Luxembourg,45-54,Mass Market,58500,683,Paid Search,2024-08-23,0
C01044,Netherlands,45-54,Family,55000,628,Referral,2022-11-13,0
C01045,Germany,35-44,Mass Market,70400,652,Branch,2024-12-25,1
C01046,France,35-44,Senior,48400,630,Branch,2020-02-08,1
C01047,Germany,25-34,Senior,41400,688,Organic Web,2025-01-30,1
C01048,Belgium,45-54,Family,72600,661,Partner,2019-06-09,1
C01049,Netherlands,35-44,Family,31200,552,Branch,2023-09-11,0
C01050,Belgium,25-34,Young Professional,31900,660,Partner,2024-04-14,1
C01051,Belgium,35-44,Affluent,87500,738,Branch,2019-01-06,1
C01052,Belgium,45-54,Young Professional,39800,701,Branch,2020-04-12,0
C01053,Belgium,35-44,Family,62400,824,Organic Web,2026-02-15,0
C01054,Germany,25-34,Family,43800,807,Referral,2022-01-24,1
C01055,Netherlands,45-54,Family,70000,688,Referral,2022-04-24,0
C01056,Netherlands,25-34,Young Professional,50800,589,Organic Web,2019-08-07,0
C01057,Luxembourg,25-34,Family,34300,735,Paid Search,2024-02-12,1
C01058,Germany,35-44,Mass Market,46200,795,Branch,2023-01-08,0
C01059,Belgium,55-64,Young Professional,45000,606,Partner,2021-10-16,0
C01060,France,35-44,Family,48600,661,Paid Search,2019-01-27,0
C01061,Belgium,18-24,Mass Market,27000,651,Partner,2024-09-22,0
C01062,Belgium,65+,Mass Market,49200,530,Referral,2020-02-08,0
C01063,Germany,35-44,Mass Market,51100,769,Partner,2023-04-16,1
C01064,Belgium,55-64,Senior,37800,540,Partner,2022-05-19,0
C01065,Luxembourg,18-24,Mass Market,19300,563,Organic Web,2024-03-14,0
C01066,Netherlands,65+,Affluent,71900,785,Organic Web,2026-07-26,1
C01067,Belgium,18-24,Family,30000,637,Referral,2020-08-21,0
C01068,Germany,55-64,Affluent,115300,710,Organic Web,2023-01-14,1
C01069,Germany,25-34,Family,46300,681,Organic Web,2024-12-11,1
C01070,Belgium,45-54,Affluent,77700,721,Organic Web,2026-01-12,0
C01071,Luxembourg,45-54,Mass Market,53900,674,Paid Search,2019-11-26,1
C01072,Netherlands,18-24,Family,23300,601,Organic Web,2020-06-01,1
C01073,France,35-44,Young Professional,53000,633,Branch,2026-07-01,1
C01074,Belgium,25-34,Affluent,67400,749,Paid Search,2021-07-28,1
C01075,Germany,35-44,Senior,65600,745,Referral,2022-05-21,1
C01076,Belgium,35-44,Young Professional,46600,633,Partner,2019-08-04,0
C01077,Belgium,35-44,Mass Market,55800,677,Organic Web,2020-05-08,1
C01078,Germany,25-34,Young Professional,36100,645,Partner,2020-06-11,1
C01079,France,18-24,Mass Market,28500,707,Branch,2023-05-26,0
C01080,Netherlands,35-44,Senior,61200,809,Partner,2022-08-08,1
C01081,Belgium,55-64,Mass Market,55900,718,Referral,2023-05-21,1
C01082,Belgium,45-54,Family,58700,709,Paid Search,2024-05-05,1
C01083,Belgium,65+,Mass Market,44500,646,Paid Search,2025-03-31,0
C01084,Netherlands,18-24,Young Professional,16100,586,Organic Web,2025-10-06,1
C01085,Netherlands,65+,Young Professional,39700,682,Paid Search,2023-04-05,1
C01086,Netherlands,45-54,Mass Market,61200,736,Partner,2019-06-24,0
C01087,Belgium,18-24,Young Professional,19500,721,Paid Search,2020-10-22,1
C01088,Germany,25-34,Young Professional,50700,663,Branch,2022-06-17,1
C01089,Belgium,25-34,Family,55900,699,Branch,2022-07-14,1
C01090,France,25-34,Family,45300,709,Organic Web,2022-05-31,1
C01091,Belgium,45-54,Family,83200,691,Referral,2026-07-01,1
C01092,Netherlands,45-54,Mass Market,60200,734,Paid Search,2023-05-26,1
C01093,Netherlands,35-44,Young Professional,58200,504,Referral,2025-09-11,1
C01094,Netherlands,25-34,Family,60800,677,Branch,2024-10-01,1
C01095,Belgium,45-54,Mass Market,73200,698,Partner,2022-09-05,1
C01096,Netherlands,25-34,Family,45600,767,Organic Web,2024-01-03,1
C01097,Germany,35-44,Affluent,90400,706,Organic Web,2025-04-08,1
C01098,Netherlands,35-44,Young Professional,55300,775,Branch,2019-07-29,1
C01099,Belgium,25-34,Senior,53200,623,Branch,2025-12-01,1
C01100,Netherlands,35-44,Family,42400,734,Referral,2022-07-31,0
C01101,Belgium,25-34,Family,33900,655,Branch,2021-11-22,1
C01102,Germany,25-34,Affluent,82200,822,Branch,2025-07-12,1
C01103,Belgium,35-44,Mass Market,54300,665,Paid Search,2022-07-10,1
C01104,Germany,45-54,Affluent,104500,783,Referral,2025-10-03,1
C01105,Germany,55-64,Mass Market,68700,727,Partner,2023-04-14,0
C01106,Germany,65+,Family,34200,712,Referral,2024-11-23,1
C01107,Belgium,55-64,Family,48300,686,Partner,2021-02-10,1
C01108,Germany,25-34,Family,36300,736,Branch,2026-01-29,1
C01109,Germany,25-34,Family,30300,689,Branch,2023-11-02,1
C01110,Belgium,25-34,Family,63200,625,Paid Search,2020-11-27,1
C01111,Belgium,45-54,Young Professional,71800,754,Paid Search,2025-08-31,0
C01112,Belgium,45-54,Mass Market,40300,657,Referral,2021-09-25,1
C01113,Belgium,35-44,Young Professional,54500,663,Organic Web,2019-03-03,1
C01114,Belgium,35-44,Mass Market,74700,720,Partner,2020-03-12,0
C01115,Belgium,35-44,Mass Market,62500,556,Partner,2020-01-26,1
C01116,France,25-34,Mass Market,42100,717,Organic Web,2021-05-18,1
C01117,Netherlands,55-64,Family,39800,626,Branch,2026-02-22,0
C01118,Netherlands,55-64,Mass Market,44200,528,Organic Web,2024-03-10,1
C01119,Belgium,18-24,Mass Market,37000,635,Referral,2023-09-16,1
C01120,Netherlands,65+,Mass Market,42600,643,Branch,2019-12-19,1
C01121,France,45-54,Mass Market,63100,770,Organic Web,2020-04-16,0
C01122,Netherlands,35-44,Family,55100,742,Branch,2023-01-01,1
C01123,France,55-64,Family,63000,704,Branch,2022-03-21,0
C01124,France,55-64,Young Professional,37100,708,Paid Search,2024-05-01,1
C01125,Luxembourg,35-44,Mass Market,39600,635,Organic Web,2021-12-06,1
C01126,Belgium,25-34,Mass Market,25300,701,Partner,2022-03-08,1
C01127,Belgium,25-34,Affluent,66500,669,Referral,2025-05-03,1
C01128,Netherlands,45-54,Family,53400,666,Branch,2020-07-26,1
C01129,Netherlands,55-64,Mass Market,51900,699,Paid Search,2020-01-12,1
C01130,France,35-44,Mass Market,44900,647,Paid Search,2020-06-10,1
C01131,Belgium,55-64,Affluent,84100,772,Partner,2019-03-23,0
C01132,Belgium,25-34,Mass Market,54900,667,Organic Web,2022-10-07,1
C01133,France,25-34,Senior,42800,649,Referral,2023-10-31,1
C01134,Netherlands,55-64,Mass Market,41000,787,Organic Web,2019-08-04,1
C01135,Netherlands,35-44,Senior,56900,723,Partner,2020-09-05,1
C01136,Luxembourg,35-44,Mass Market,73200,638,Partner,2020-01-24,1
C01137,Belgium,35-44,Affluent,85700,660,Branch,2021-02-09,1
C01138,Belgium,25-34,Affluent,93000,742,Partner,2025-01-14,1
C01139,Germany,35-44,Young Professional,58700,671,Branch,2023-05-15,1
C01140,Belgium,45-54,Affluent,137000,756,Referral,2023-07-02,0
C01141,Netherlands,35-44,Mass Market,63000,741,Partner,2021-08-29,1
C01142,France,55-64,Mass Market,48500,733,Referral,2021-02-09,0
C01143,Belgium,25-34,Family,43000,535,Organic Web,2026-02-21,1
C01144,France,18-24,Family,25700,709,Branch,2020-10-17,1
C01145,Belgium,25-34,Family,20800,589,Paid Search,2025-09-06,1
