transaction_id,account_id,customer_id,transaction_datetime,transaction_type,category,amount_eur,merchant_country,channel,is_international,is_suspicious
T0004027,A003061,C01877,2024-10-13 11:28:43,Salary,Salary,4034.76,France,Bank Transfer,0,0
T0007148,A004039,C02466,2024-06-21 10:32:39,Card Purchase,Entertainment,-57.19,France,Card Present,0,0
T0004232,A002731,C01668,2026-03-03 08:27:06,Direct Debit,Telecom,-59.88,Luxembourg,Direct Debit,0,0
T0003574,A002047,C01255,2025-10-06 04:37:55,Transfer In,,274.03,Germany,Mobile App,0,0
T0006445,A003732,C02280,2025-12-04 21:29:27,Transfer Out,Transfer,-202.61,Belgium,Bank Transfer,0,0
T0006080,A000828,C00505,2024-12-13 00:06:06,Salary,Salary,2545.09,Netherlands,Bank Transfer,0,0
T0006285,A003888,C02377,2025-09-15 03:27:49,Transfer In,Transfer,436.03,France,Bank Transfer,0,0
T0002854,A001322,C00814,2024-02-29 06:50:22,Transfer In,Transfer,524.02,Germany,Bank Transfer,0,0
T0009139,A002755,C01683,2024-12-16 08:23:20,Card Purchase,Groceries,-404.42,Belgium,Card Present,0,0
T0005745,A000776,C00475,2024-02-16 20:57:40,Interest,Interest,0.59,,Bank Transfer,0,0
T0005639,A002248,C01381,2026-07-08 05:15:45,Salary,Salary,5047.13,France,Bank Transfer,0,0
T0002317,A002285,C01404,2024-03-07 08:05:24,Direct Debit,Housing,-993.38,Luxembourg,Direct Debit,0,0
T0008010,A003192,C01956,2024-03-26 18:25:42,Card Purchase,E-commerce,-247.9,Germany,Mobile App,0,0
T0007337,A000915,C00559,2024-07-29 01:38:56,Transfer Out,Transfer,-262.77,Germany,Mobile App,0,0
T0002360,A003541,C02165,2026-01-23 12:33:04,Direct Debit,Utilities,-165.7,Netherlands,Direct Debit,0,0
T0005418,A002180,C01336,2025-05-02 04:51:13,Card Purchase,Healthcare,-49.42,Belgium,Online,0,0
T0004505,A001829,C01128,2025-02-09 18:58:06,Card Purchase,Entertainment,-109.2,Italy,Card Present,1,0
T0000966,A003616,C02212,2024-05-17 08:32:57,Transfer In,Transfer,152.21,Netherlands,Mobile App,0,0
T0001188,A002690,C01642,2026-04-01 22:05:05,Transfer Out,Transfer,-124.05,Belgium,Mobile App,0,0
T0007170,A000243,C00153,2024-12-28 02:36:26,Transfer In,Transfer,440.72,Germany,Bank Transfer,0,0
T0004514,A002745,C01677,2026-03-08 14:29:57,Card Purchase,Healthcare,-62.61,Belgium,Card Present,0,0
T0003456,A001987,C01217,2024-09-21 08:53:11,Direct Debit,Utilities,-112.24,Belgium,Direct Debit,0,0
T0008240,A002561,C01571,2026-02-17 06:52:21,Direct Debit,Telecom,-83.08,Luxembourg,Direct Debit,0,0
T0001092,A002029,C01245,2025-06-15 14:21:28,Transfer Out,Transfer,-615.15,Belgium,Mobile App,0,0
T0004282,A001649,C01013,2025-07-09 23:16:47,Transfer In,Transfer,181.04,France,Mobile App,0,0
T0008484,A002837,C01732,2024-04-18 18:29:18,Transfer In,Transfer,230.83,Belgium,Bank Transfer,0,0
T0003377,A000867,C00530,2024-10-01 22:23:04,Transfer In,Transfer,838.39,France,Bank Transfer,0,0
T0004852,A000565,C00348,2025-09-08 12:17:53,Card Purchase,E-commerce,-106.07,Belgium,Card Present,0,0
T0008379,A000237,C00150,2024-07-10 13:43:35,Direct Debit,Insurance,-132.35,Germany,Direct Debit,0,0
T0007200,A001559,C00957,2024-08-08 10:44:33,Transfer Out,Transfer,-69.39,Netherlands,Mobile App,0,0
T0009972,A002592,C01587,2024-04-25 20:45:37,Card Purchase,Retail,-93.55,Netherlands,Card Present,0,0
T0002533,A000041,C00023,2024-06-10 00:07:53,Card Purchase,Dining,-45.06,France,Online,1,0
T0004315,A001841,C01134,2024-07-30 20:44:30,Transfer In,Transfer,381.82,Netherlands,Bank Transfer,0,0
T0003222,A000654,C00402,2024-08-08 05:18:44,Direct Debit,Insurance,-93.43,Netherlands,Direct Debit,0,0
T0001728,A003220,C01974,2025-02-03 19:32:42,Transfer Out,Transfer,-212.91,Netherlands,Bank Transfer,0,0
T0001192,A003267,C02002,2026-05-15 21:46:14,Transfer Out,Transfer,-200.78,Belgium,Bank Transfer,0,0
T0005080,A001544,C00948,2026-06-18 07:36:12,Direct Debit,Housing,-737.21,Belgium,Direct Debit,0,0
T0006990,A001324,C00815,2025-12-31 16:14:24,Card Purchase,E-commerce,-91.47,Belgium,Card Present,0,0
T0000643,A002557,C01568,2024-05-09 00:45:16,Transfer Out,Transfer,-167.76,Luxembourg,Bank Transfer,0,0
T0008069,A004075,C02491,2025-08-26 11:39:11,Direct Debit,Insurance,-121.78,Belgium,Direct Debit,0,0
T0009575,A003861,C02359,2025-03-29 15:25:56,Transfer Out,Transfer,-745.46,Belgium,Bank Transfer,0,0
T0003048,A002236,C01373,2025-02-14 11:08:55,Transfer In,Transfer,432.82,Belgium,Bank Transfer,0,0
T0007954,A002591,C01587,2024-07-16 07:34:37,Cash Withdrawal,Cash,-20,Netherlands,ATM,0,0
T0005233,A003421,C02091,2024-09-03 10:32:50,Direct Debit,Housing,-1168.26,Germany,Direct Debit,0,0
T0008472,A000782,C00479,2024-06-10 23:31:57,Transfer Out,Transfer,-576.81,Belgium,Mobile App,0,0
T0005939,A003105,C01900,2024-09-02 22:02:37,Direct Debit,Housing,-1082.6,Belgium,Direct Debit,0,0
T0009968,A002837,C01732,2026-06-08 22:36:49,Transfer In,Transfer,2099.17,Belgium,Bank Transfer,0,0
T0004763,A003111,C01903,2024-04-08 11:04:22,Card Purchase,Retail,-86.39,Belgium,Online,0,0
T0000473,A003656,C02236,2026-02-28 13:37:16,Transfer Out,Transfer,-102.67,France,Mobile App,0,0
T0002748,A000558,C00344,2024-03-24 15:35:09,Card Purchase,E-commerce,-330.08,Luxembourg,Online,0,0
T0009572,A001436,C00880,2025-04-03 05:12:15,Direct Debit,Telecom,-51.11,Belgium,Direct Debit,0,0
T0001308,A000741,C00453,2024-02-29 15:41:41,Interest,Interest,0.52,Belgium,Mobile App,0,0
T0008820,A003731,C02279,2025-10-09 17:36:20,Transfer In,Transfer,1048.9,Germany,Bank Transfer,0,0
T0006101,A001854,C01141,2025-11-20 08:30:09,Transfer Out,Transfer,-467.99,Netherlands,Bank Transfer,0,0
T0003280,A001077,C00655,2024-08-28 11:14:24,Transfer Out,Transfer,-56.05,Netherlands,Bank Transfer,0,0
T0004526,A000586,C00361,2026-08-20 01:15:45,Transfer Out,Transfer,-219.62,France,Bank Transfer,0,0
T0005232,A000080,C00047,2024-03-02 10:32:45,Transfer In,Transfer,244.74,Belgium,Mobile App,0,0
T0006492,A000500,C00312,2026-06-28 18:08:11,Transfer Out,Transfer,-949.52,Belgium,Bank Transfer,0,0
T0002239,A002819,C01720,2024-05-11 23:51:09,Card Purchase,Travel,-197.4,France,Online,0,0
T0009129,A001126,C00686,2025-04-24 18:49:19,Card Purchase,Retail,-27.95,Germany,Online,0,0
T0008787,A003899,C02386,2026-04-26 13:52:28,Transfer In,Transfer,123.98,Luxembourg,Bank Transfer,0,0
T0005393,A003686,C02253,2025-07-26 20:25:34,Card Purchase,Travel,-232.14,Belgium,Card Present,0,0
T0007245,A000099,C00059,2024-11-12 07:52:50,Transfer Out,Transfer,-146.93,Germany,Bank Transfer,0,0
T0007327,A003200,C01962,2026-05-10 11:25:51,Direct Debit,Housing,-1253.04,Netherlands,Direct Debit,0,0
T0002554,A001948,C01195,2025-03-22 02:25:49,Transfer Out,Transfer,-566.44,Netherlands,Bank Transfer,0,0
T0006398,A002407,C01478,2025-03-11 01:19:13,Card Purchase,Healthcare,-73.97,Netherlands,Card Present,0,0
T0006240,A001208,C00735,2025-03-29 02:06:40,Cash Withdrawal,Cash,-20,Netherlands,ATM,0,0
T0000829,A000947,C00578,2025-07-08 00:53:20,Direct Debit,Insurance,-74.18,Germany,Direct Debit,0,0
T0005028,A001210,C00737,2025-02-12 22:10:46,Interest,Interest,3.7,Belgium,Mobile App,0,0
T0008098,A001468,C00900,2025-02-13 14:47:55,Card Purchase,Entertainment,-17.77,Belgium,Card Present,0,0
T0009603,A002341,C01438,2024-09-04 06:42:06,Card Purchase,Fuel,-12.83,,Card Present,0,0
T0005894,A000877,C00537,2025-02-15 00:57:47,Interest,Interest,5.72,Belgium,Bank Transfer,0,0
T0008669,A000184,C00113,2026-01-24 04:06:03,Direct Debit,Housing,-905.62,Germany,Direct Debit,0,0
T0009365,A000715,C00437,2024-10-11 09:19:10,Card Purchase,Fuel,-119.36,Belgium,Online,0,0
T0005526,A001230,C00750,2025-06-30 21:18:42,Transfer Out,Transfer,-290.25,Belgium,Mobile App,0,0
T0005449,A001671,C01027,2026-06-02 18:51:24,Card Purchase,Entertainment,-21.09,Belgium,Online,0,0
T0009958,A000845,C00516,2024-11-24 11:01:30,Transfer In,Transfer,375.71,France,Mobile App,0,0
T0007132,A003445,C02108,2024-12-20 17:29:07,Direct Debit,Housing,-837.67,Belgium,Direct Debit,0,0
T0006604,A001310,C00806,2025-12-06 23:58:27,Direct Debit,Housing,-624.72,France,Direct Debit,0,0
T0001726,A002526,C01548,2024-05-09 13:13:44,Card Purchase,Dining,-31.52,Netherlands,Online,0,0
T0008191,A001587,C00976,2024-12-24 07:15:56,Card Purchase,Dining,-23.98,Belgium,Card Present,0,0
T0005082,A002457,C01508,2026-03-26 10:55:44,Card Purchase,Groceries,-101.62,Belgium,Card Present,0,0
T0003847,A003089,C01892,2025-08-16 05:06:26,Direct Debit,Telecom,-83.35,Netherlands,Direct Debit,0,0
T0009672,A001026,C00627,2024-10-13 06:25:57,Direct Debit,Insurance,-108.86,Germany,Direct Debit,0,0
T0005350,A000398,C00248,2024-05-10 19:44:07,Transfer Out,Transfer,-269.86,Germany,Mobile App,0,0
T0001922,A002542,C01558,2026-08-09 07:22:10,Card Purchase,E-commerce,-111.89,France,Card Present,0,0
T0007569,A002528,C01549,2024-01-06 08:37:46,Transfer In,Transfer,173.53,Germany,Bank Transfer,0,0
T0007023,A001518,C00932,2025-01-28 19:02:58,Card Purchase,Entertainment,-12.47,Germany,Online,0,0
T0008013,A000400,C00249,2026-06-08 02:41:28,Card Purchase,Fuel,-41.6,Netherlands,Online,0,0
T0007154,A000773,C00474,2026-04-03 00:59:32,Transfer In,Transfer,204.14,Netherlands,Bank Transfer,0,0
T0002595,A004006,C02450,2026-04-17 19:30:36,Transfer In,Transfer,41.01,Netherlands,Bank Transfer,0,0
T0002655,A002435,C01496,2024-02-14 18:40:06,Card Purchase,Retail,-89.98,Luxembourg,Card Present,0,0
T0000193,A003876,C02368,2025-02-20 03:16:53,Card Purchase,Dining,-69.29,Germany,Card Present,0,0
T0001091,A001423,C00873,2025-06-29 11:03:47,Card Purchase,Healthcare,-20.37,France,Card Present,0,0
T0004308,A001751,C01082,2026-02-12 13:51:29,Transfer Out,Transfer,-839.69,Belgium,Bank Transfer,0,0
T0004616,A000198,C00124,2025-12-24 04:22:05,Transfer In,Transfer,376.24,Netherlands,Bank Transfer,0,0
T0005236,A000043,C00025,2024-05-07 06:40:03,Transfer In,Transfer,301.55,Germany,Bank Transfer,0,0
T0003806,A002756,C01684,2024-10-06 13:05:33,Transfer In,Transfer,166.3,Germany,Bank Transfer,0,0
T0006061,A000704,C00430,2025-02-22 09:56:34,Card Purchase,Fuel,-70.42,Luxembourg,Online,0,0
T0006373,A001173,C00715,2025-03-03 16:14:57,Cash Withdrawal,Cash,-60,Netherlands,ATM,0,0
T0002363,A001940,C01189,2024-03-06 02:00:35,Card Purchase,E-commerce,-51.86,Netherlands,Card Present,0,0
T0003824,A001240,C00756,2025-02-25 16:12:22,Card Purchase,Healthcare,-58.99,Netherlands,Card Present,0,0
T0001560,A003588,C02194,2026-05-13 21:57:35,Transfer In,Transfer,151.29,Luxembourg,Mobile App,0,0
T0007456,A002062,C01266,2025-07-24 10:23:37,Transfer Out,Transfer,-757.03,Luxembourg,Bank Transfer,0,0
T0004340,A000501,C00312,2025-08-16 18:02:12,Cash Withdrawal,Cash,-20,Belgium,ATM,0,0
T0009194,A000657,C00404,2024-06-03 09:56:35,Transfer In,Transfer,1193.02,Belgium,Mobile App,0,1
T0007391,A000775,C00475,2026-03-15 22:22:44,Cash Withdrawal,Cash,-40,Belgium,ATM,0,0
T0004640,A002924,C01786,2025-11-13 19:24:51,Transfer In,Transfer,179.25,Belgium,Bank Transfer,0,0
T0000400,A002670,C01630,2025-04-20 14:10:25,Transfer Out,Transfer,-609.34,Belgium,Mobile App,0,0
T0009631,A002605,C01595,2025-02-05 07:58:57,Interest,Interest,2.08,France,Mobile App,0,0
T0000672,A002050,C01257,2026-07-19 23:35:42,Transfer Out,Transfer,-541.32,Netherlands,Bank Transfer,0,0
T0004910,A000784,C00481,2024-07-27 08:20:44,Transfer Out,Transfer,-194.4,Luxembourg,Bank Transfer,0,0
T0006068,A003226,C01977,2024-01-26 09:56:49,Card Purchase,Healthcare,-49.61,Belgium,Online,0,0
T0000962,A001749,C01080,2024-05-23 22:01:51,Interest,Interest,5.76,Netherlands,Bank Transfer,0,0
T0008632,A002751,C01681,2024-11-13 09:12:06,Direct Debit,Telecom,-79.04,France,Direct Debit,0,0
T0007726,A001996,C01225,2026-02-12 20:59:54,Direct Debit,Subscriptions,-26.89,,Direct Debit,0,0
T0005647,A001574,C00968,2025-10-21 00:57:05,Card Purchase,Groceries,-120.56,France,Card Present,0,0
T0002014,A000896,C00548,2024-07-03 09:10:17,Transfer In,Transfer,374.25,France,Mobile App,0,0
T0002577,A001275,C00782,2026-08-29 20:34:03,Salary,Salary,4330.54,Netherlands,Mobile App,0,0
T0004372,A002030,C01245,2024-09-22 02:41:01,Transfer In,Transfer,134.52,Belgium,Bank Transfer,0,1
T0002572,A002344,C01439,2024-07-05 12:28:49,Card Purchase,Travel,-87.25,Belgium,Card Present,0,0
T0008485,A002152,C01321,2024-08-13 04:49:15,Transfer Out,Transfer,-260.38,France,Mobile App,0,0
T0004283,A003788,C02314,2025-10-09 17:48:06,Transfer Out,Transfer,-247.59,Netherlands,Mobile App,0,0
T0004408,A003130,C01913,2025-01-05 14:28:18,Transfer Out,Transfer,-349.0,Belgium,Mobile App,0,0
T0006150,A001415,C00868,2025-03-26 17:17:33,Interest,Interest,1.45,Belgium,Mobile App,0,0
T0002208,A003403,C02080,2024-10-15 13:46:03,Transfer Out,Transfer,-53.88,Belgium,Mobile App,0,0
T0009683,A003317,C02032,2026-04-14 03:45:16,Card Purchase,Groceries,-66.25,France,Card Present,0,0
T0004503,A002558,C01569,2025-05-01 10:01:39,Transfer Out,Transfer,-561.85,Belgium,Mobile App,0,0
T0004674,A001390,C00852,2024-08-24 02:52:49,Direct Debit,Insurance,-122.19,Belgium,Direct Debit,0,0
T0006962,A003656,C02236,2024-03-18 09:14:12,Card Purchase,Groceries,-26.23,France,Mobile App,0,0
T0009889,A003333,C02040,2025-01-05 06:27:18,Card Purchase,Entertainment,-21.83,Belgium,Card Present,0,0
T0001473,A003197,C01959,2024-08-01 00:19:52,Direct Debit,Housing,-887.21,Belgium,Direct Debit,0,0
T0003457,A000457,C00284,2025-11-04 07:18:55,Card Purchase,E-commerce,-121.39,Belgium,Card Present,0,0
T0005166,A001823,C01124,2026-08-26 15:01:55,Transfer Out,Transfer,-422.3,France,Mobile App,0,0
T0009927,A003587,C02194,2026-06-21 05:30:53,Transfer In,Transfer,516.52,Luxembourg,Bank Transfer,0,0
T0009864,A003786,C02312,2025-11-26 18:57:55,Transfer Out,Transfer,-149.76,Belgium,Mobile App,0,0
T0004605,A001989,C01219,2026-01-07 21:33:46,Direct Debit,Telecom,-46.04,Belgium,Direct Debit,0,0
T0009660,A002258,C01388,2024-05-09 23:52:36,Transfer In,Transfer,467.69,Netherlands,Mobile App,0,0
T0007734,A000554,C00343,2025-08-29 17:56:58,Transfer In,Transfer,892.49,Belgium,Mobile App,0,0
T0008607,A003582,C02191,2024-03-09 10:40:04,Direct Debit,Subscriptions,-21.51,France,Direct Debit,0,0
T0006001,A000476,C00293,2025-06-19 13:58:53,Transfer In,Transfer,121.23,Germany,Bank Transfer,0,0
T0003849,A003074,C01885,2025-03-17 04:29:52,Transfer Out,Transfer,-192.21,Belgium,Mobile App,0,0
T0004725,A000545,C00337,2025-12-24 10:18:59,Transfer Out,Transfer,-36.93,France,Bank Transfer,0,0
T0008126,A001665,C01023,2024-04-26 21:15:11,Transfer Out,Transfer,-368.25,Netherlands,Mobile App,0,0
T0001320,A000358,C00223,2025-11-26 08:15:44,Direct Debit,Insurance,-193.87,Belgium,Direct Debit,0,0
T0008444,A000390,C00242,2026-01-12 11:24:09,Direct Debit,Telecom,-84.41,Belgium,Direct Debit,0,0
T0004013,A002329,C01432,2026-06-26 13:22:44,Transfer Out,Transfer,-68.25,Netherlands,Bank Transfer,0,0
T0001744,A001882,C01155,2024-11-03 12:11:59,Transfer Out,Transfer,-115.88,France,Mobile App,0,0
T0002546,A003966,C02425,2024-09-25 09:48:53,Transfer In,Transfer,243.98,Netherlands,Mobile App,0,0
T0007993,A002860,C01747,2026-04-16 21:01:59,Direct Debit,Utilities,-192.38,France,Direct Debit,0,0
T0009726,A003589,C02195,2025-04-26 22:14:43,Transfer Out,Transfer,-533.99,Netherlands,Bank Transfer,0,0
T0009677,A000678,C00416,2024-10-31 14:13:50,Card Purchase,Healthcare,-101.66,France,Online,0,0
T0001246,A002812,C01718,2024-12-28 23:28:10,Direct Debit,Subscriptions,-22.45,Netherlands,Direct Debit,0,0
T0004220,A002007,C01232,2025-06-04 17:57:59,Card Purchase,Fuel,-37.45,Belgium,Card Present,0,0
T0003401,A003209,C01966,2026-02-25 23:11:20,Transfer In,Transfer,2164.15,Belgium,Bank Transfer,0,0
T0002387,A003991,C02440,2024-03-13 18:55:34,Card Purchase,Healthcare,-55.7,Belgium,Card Present,0,0
T0006796,A003457,C02113,2026-06-23 01:07:27,Transfer In,Transfer,1159.98,France,Mobile App,0,0
T0009961,A003862,C02360,2024-02-15 07:27:35,Transfer In,Transfer,390.42,Belgium,Mobile App,0,0
T0002175,A002877,C01756,2025-01-26 06:36:17,Salary,Salary,3431.41,Germany,Mobile App,0,0
T0008313,A001739,C01074,2024-07-06 14:41:23,Transfer Out,Transfer,-1328.07,Belgium,Mobile App,0,0
T0009080,A003958,C02419,2026-04-27 13:58:20,Card Purchase,E-commerce,-68.1,Belgium,Mobile App,0,0
T0007331,A000511,C00318,2025-07-20 20:02:04,Card Purchase,Entertainment,-28.8,Belgium,Card Present,0,0
T0009570,A002116,C01299,2026-03-22 10:51:09,Transfer In,Transfer,258.33,France,Bank Transfer,0,0
T0001427,A003072,C01884,2026-01-03 03:46:29,Transfer In,Transfer,728.2,Luxembourg,Mobile App,0,0
T0005211,A003190,C01954,2024-01-16 06:30:48,Transfer In,Transfer,361.89,Luxembourg,Mobile App,0,0
T0002362,A003242,C01987,2024-12-15 04:39:09,Direct Debit,Utilities,-145.79,Belgium,Direct Debit,0,0
T0003319,A001386,C00849,2024-08-07 20:02:10,Transfer In,Transfer,83.36,France,Bank Transfer,0,0
T0008117,A002391,C01469,2025-08-26 16:15:52,Direct Debit,Utilities,-110.82,France,Direct Debit,0,0
T0007116,A001963,C01204,2024-08-03 11:59:47,Transfer In,Transfer,298.63,Belgium,Bank Transfer,0,0
T0005971,A000372,C00233,2025-06-21 14:31:34,Transfer Out,Transfer,-42.77,France,Mobile App,0,0
T0008872,A000638,C00392,2024-08-11 15:28:16,Direct Debit,Telecom,-82.85,Germany,Direct Debit,0,0
T0007833,A004040,C02466,2024-03-17 11:27:42,Transfer In,Transfer,375.1,France,Mobile App,0,0
T0009367,A002916,C01780,2024-05-07 19:47:32,Transfer In,Transfer,459.08,Belgium,Mobile App,0,0
T0006172,A002190,C01343,2025-10-29 02:46:46,Transfer Out,Transfer,-194.02,Luxembourg,Bank Transfer,0,0
T0004973,A002235,C01373,2025-10-05 21:12:11,Card Purchase,Retail,-195.66,Belgium,Online,0,0
T0008468,A002461,C01511,2025-04-07 12:37:49,Transfer Out,Transfer,-437.17,France,Mobile App,0,0
T0004625,A001525,C00937,2025-04-19 03:08:34,Transfer In,Transfer,91.78,Germany,Mobile App,0,0
T0005371,A000545,C00337,2024-02-16 16:32:34,Transfer In,Transfer,382.0,France,Bank Transfer,0,0
T0003563,A003029,C01855,2025-06-27 17:59:57,Card Purchase,Travel,-256.64,Belgium,Card Present,1,0
T0001254,A000436,C00271,2025-11-16 09:56:23,Transfer Out,Transfer,-408.64,France,Mobile App,0,0
T0000105,A003827,C02338,2025-05-09 12:57:37,Cash Withdrawal,Cash,-50,France,ATM,0,0
T0007910,A000877,C00537,2025-04-03 08:59:27,Transfer Out,Transfer,-239.77,Belgium,Mobile App,0,0
T0009081,A002523,C01546,2024-06-06 14:54:13,Transfer Out,Transfer,-77.64,Belgium,Mobile App,0,0
T0009801,A002096,C01287,2026-02-27 01:24:27,Transfer In,Transfer,466.73,Belgium,Bank Transfer,0,0
T0003950,A003239,C01984,2024-04-11 16:24:44,Card Purchase,Fuel,-56.44,Belgium,Card Present,0,0
T0002167,A003957,C02419,2024-11-14 09:18:46,Interest,Interest,14.71,Belgium,Bank Transfer,0,0
T0008625,A001397,C00856,2025-04-25 13:19:03,Transfer In,Transfer,231.86,Netherlands,Mobile App,0,0
T0004065,A002625,C01606,2026-06-29 21:44:57,Card Purchase,E-commerce,-78.55,Netherlands,Card Present,0,0
T0003470,A002678,C01635,2025-04-25 08:58:14,Salary,Salary,3382.89,Belgium,Mobile App,0,0
T0002353,A002769,C01694,2026-04-10 22:02:23,Transfer In,Transfer,762.43,Netherlands,Mobile App,0,0
T0001270,A003241,C01986,2025-10-05 06:13:29,Card Purchase,Retail,-49.66,Belgium,Online,0,0
T0005739,A003365,C02059,2024-07-17 06:58:42,Card Purchase,Dining,-33.37,Belgium,Online,0,0
T0003006,A002694,C01646,2025-02-20 00:12:14,Transfer Out,Transfer,-72.72,France,Mobile App,0,0
T0008615,A000317,C00195,2026-04-29 04:15:18,Transfer In,Transfer,873.07,Belgium,Mobile App,0,0
T0008168,A003585,C02192,2025-07-08 19:55:34,Card Purchase,Travel,-132.27,Belgium,Card Present,0,0
T0006891,A000291,C00182,2024-07-16 08:35:04,Transfer In,Transfer,407.24,Netherlands,Bank Transfer,0,0
T0009990,A001115,C00680,2024-04-13 07:37:58,Card Purchase,Fuel,-96.08,Belgium,Online,0,0
T0008367,A000809,C00493,2024-02-11 19:15:14,Salary,Salary,3313.13,France,Bank Transfer,0,0
T0002799,A001430,C00877,2025-05-21 04:53:24,Transfer In,Transfer,214.87,France,Mobile App,0,0
T0008427,A002099,C01289,2025-04-19 05:46:22,Direct Debit,Housing,-1046.62,France,Direct Debit,0,0
T0008285,A003567,C02181,2025-08-04 04:43:24,Cash Withdrawal,Cash,-20,Belgium,ATM,0,0
T0005331,A003546,C02167,2026-06-25 09:22:48,Transfer Out,Transfer,-912.71,Netherlands,Mobile App,0,0
T0006531,A001351,C00828,2024-04-14 03:54:21,Transfer In,Transfer,321.08,Belgium,Bank Transfer,0,0
T0002811,A001117,C00681,2025-10-06 21:45:25,Card Purchase,E-commerce,-95.28,Netherlands,Card Present,0,0
T0003864,A002630,C01608,2026-05-16 05:55:32,Transfer Out,Transfer,-696.78,Germany,Mobile App,0,0
T0003735,A002960,C01809,2025-06-21 10:01:41,Transfer In,Transfer,1267.43,Netherlands,Bank Transfer,0,0
T0000893,A000294,C00184,2024-03-18 11:55:44,Interest,Interest,1.12,Netherlands,Mobile App,0,0
T0007156,A002176,C01333,2025-10-17 05:35:13,Card Purchase,Healthcare,-156.13,Germany,Card Present,0,0
T0007729,A000293,C00183,2026-06-24 10:56:41,Transfer In,Transfer,648.4,Belgium,Bank Transfer,0,0
T0005630,A000310,C00192,2026-07-18 17:55:34,Transfer In,Transfer,266.92,Netherlands,Bank Transfer,0,0
T0005897,A001709,C01054,2026-04-27 22:21:50,Direct Debit,Telecom,-90.01,Germany,Direct Debit,0,0
T0001291,A001847,C01137,2026-08-26 07:41:14,Salary,Salary,5490.82,Belgium,Bank Transfer,0,0
T0003704,A003383,C02069,2026-08-29 12:03:13,Transfer In,Transfer,94.4,Netherlands,Bank Transfer,0,0
T0007970,A000221,C00139,2026-02-14 14:20:38,Transfer In,Transfer,308.49,France,Bank Transfer,0,0
T0001325,A003193,C01956,2025-07-07 10:03:38,Transfer Out,Transfer,-336.8,Germany,Bank Transfer,0,0
T0007086,A003134,C01915,2026-02-18 01:28:33,Card Purchase,E-commerce,-71.74,Belgium,Online,0,0
T0009208,A000067,C00039,2024-11-04 13:29:17,Direct Debit,Telecom,-78.34,Germany,Direct Debit,0,0
T0002030,A002651,C01621,2026-03-04 07:22:42,Card Purchase,E-commerce,-166.25,Spain,Card Present,1,0
T0009755,A000161,C00098,2025-09-30 17:20:49,Transfer Out,Transfer,-216.09,Belgium,Bank Transfer,0,0
T0003980,A000265,C00165,2025-09-20 19:37:28,Card Purchase,Groceries,-44.02,France,Online,0,0
T0005810,A002187,C01341,2026-08-21 19:42:00,Direct Debit,Housing,-791.22,Germany,Direct Debit,0,0
T0007330,A000209,C00131,2024-08-06 06:58:44,Salary,Salary,5266.98,Luxembourg,Mobile App,0,0
T0005068,A002914,C01779,2025-05-24 10:13:48,Interest,Interest,13.61,Netherlands,Bank Transfer,0,0
T0005813,A000123,C00074,2025-05-06 09:44:04,Transfer In,Transfer,244.41,Belgium,Mobile App,0,0
T0003855,A003531,C02159,2026-08-21 08:04:29,Transfer In,Transfer,748.8,Germany,Bank Transfer,0,0
T0002735,A003945,C02413,2024-11-01 20:49:21,Card Purchase,E-commerce,-252.95,Belgium,Card Present,0,0
T0002442,A003461,C02115,2024-07-12 23:28:30,Interest,Interest,9.5,Germany,Mobile App,0,0
T0003122,A001353,C00829,2024-09-19 11:37:15,Direct Debit,Telecom,-59.95,Belgium,Direct Debit,0,0
T0006060,A001405,C00863,2026-07-29 12:23:23,Transfer In,Transfer,1029.41,Netherlands,Bank Transfer,0,0
T0000572,A001034,C00631,2024-09-16 08:09:22,Transfer Out,Transfer,-475.57,Belgium,Mobile App,0,0
T0006665,A001304,C00802,2025-07-21 12:32:00,Card Purchase,Travel,-187.5,Germany,Online,0,0
T0001917,A003541,C02165,2025-05-24 21:48:53,Transfer In,Transfer,554.98,Netherlands,Mobile App,0,0
T0003039,A000451,C00281,2026-02-09 19:53:40,Transfer Out,Transfer,-349.39,Belgium,Mobile App,0,0
T0002625,A003864,C02361,2026-06-25 12:47:08,Transfer Out,Transfer,-245.08,Netherlands,Mobile App,0,0
T0004238,A002332,C01434,2025-12-14 11:21:42,Transfer Out,Transfer,-96.54,Germany,Mobile App,0,0
T0002434,A001524,C00937,2025-05-27 22:43:15,Direct Debit,Utilities,-157.28,Germany,Direct Debit,0,0
T0005084,A003238,C01984,2024-08-18 18:38:12,Transfer In,Transfer,785.01,Belgium,Mobile App,0,0
T0003690,A000719,C00439,2026-04-27 18:58:52,Transfer In,Transfer,301.02,Belgium,Bank Transfer,0,0
T0004695,A003077,C01886,2025-01-30 17:51:07,Direct Debit,Telecom,-62.31,France,Direct Debit,0,0
T0005999,A002670,C01630,2024-09-23 05:02:23,Transfer Out,Transfer,-131.28,Belgium,Bank Transfer,0,0
T0008265,A001743,C01076,2025-04-24 00:12:16,Card Purchase,Entertainment,-10.97,Belgium,Card Present,0,0
T0008685,A003538,C02162,2024-04-10 12:36:36,Card Purchase,Fuel,-114.26,Belgium,Card Present,0,0
T0009047,A001154,C00704,2025-05-11 07:57:58,Transfer Out,Transfer,-51.38,Luxembourg,Bank Transfer,0,0
T0003754,A001607,C00990,2026-06-22 22:43:00,Card Purchase,Travel,-542.83,Belgium,Online,1,0
